NL,BE,FR,DE,DK,ES,PT,AT,IT,GB,IE,NO,SE,FI,PL,CH,LT,LV,EE,CZ,HU,RO,SK,SI,BG,HR,RS,GR
61273.64854,39133.805,233367.69126299513,935854.3818668801,72432.80518,187650.95343844837,35963.306560287245,89221.51960020233,137185.07976175312,243519.6820724717,49788.08837444569,7490.4273,110423.602,39167.745571602165,111447.1635,24899.12575357587,8861.08429,885.2583,4698.46125,6326.804649999999,4068.51528,48882.09311029619,39.4206,8986.840652719115,9742.14825518933,6590.624551699508,13887.362864162771,4768.575
49205.80981,34339.099,241796.4445586325,595516.524477691,60078.76864,149479.66408850186,33274.15367829006,78603.16233750213,228960.83292770336,196774.3005882318,39714.34645827931,8572.01319,80468.5824,34762.12878327821,90417.72476,26929.23819890733,8205.82823,810.8994,4937.91375,3073.55876,2180.99008,58714.42168459077,17.69325,11577.35349746611,12059.126677045133,11127.233255560497,21548.843900916196,19815.88125
47600.31013,29321.2182,163059.2727389644,559572.6697061206,56030.911869999996,106762.08948815893,27725.26190594241,105504.92835985275,215229.96612971494,233244.68137340824,50720.363621266195,6337.34271,54320.453199999996,35743.61692999183,63813.24952,26518.53604537387,3554.38263,419.32025999999996,3774.6375000000003,3908.20408,4952.5048,72978.57697883411,33.92652,15673.064681543709,14810.994653454103,12347.76340891452,27565.39954674886,18460.89375
62745.7165,40400.691,219275.00225997175,876846.0463731667,70949.41707,141526.4864406426,25992.716102668877,80152.82000213096,115374.65418001328,226528.6902182648,38653.96832433953,7340.16654,91831.7396,40876.66703422433,82985.33168,26751.44612301416,6570.30434,783.77914,5201.14875,5353.3407799999995,1859.81248,50335.259251283846,17.93712,10279.36317590704,8242.650399603564,6238.5222193287755,21003.272265658954,13521.91875
42570.32322,31189.44036,161059.39349213406,646346.0695891099,57211.30666,94551.75132060316,26536.44457987622,107285.02566529931,115736.00838576068,188487.82883565157,37161.567638235734,4861.93779,41575.768,36787.58995495922,90387.01329999999,22729.90754412904,4227.45878,389.36284,3530.655,5540.60109,3998.3856,35068.28486784555,39.87861,15528.884573185573,5933.798878885408,5695.570848306179,19860.284861494125,5669.83125
14965.7813,24909.49216,180651.85936082792,352521.4957655972,31438.92545,58171.83181692295,23987.14494683367,83786.61837228041,73048.03129447562,142572.13892024962,34890.98092943738,6997.40055,40539.8604,31345.94079632256,46483.96484,22319.591444960995,4280.3846,420.16312,1436.655,3940.54937,1749.19776,20493.850219924538,16.78803,9809.786365076812,6525.444439131091,4880.777622947049,16710.588983334434,3715.96875
52323.729569999996,36066.02236,174483.782194545,515601.1530847916,50100.54109,109873.69170255531,28391.50072883142,83084.26793296408,68606.69877653901,212345.01405597705,39282.419291526705,9288.93825,48786.4144,34237.7936863944,29855.329980000002,21868.462396334002,1290.5185999999999,151.37736,904.42875,4448.52859,2245.96032,36701.6887326059,28.78698,10784.02214634027,7357.814890578523,4863.528689371788,16092.413593113455,2260.275
53754.23648,38673.6932,242766.8399356978,709274.3474100747,62816.35006,211454.7446574832,32850.61468485756,55515.04269676489,70789.4325687646,212996.01061412832,45647.88038449183,8651.0808,98087.1172,40996.583290156566,60960.98448,23812.33227992602,6833.6304,816.11122,5068.9575,3483.60186,618.50632,31546.940658095118,2.3364,9378.932296249202,6844.505134253061,5873.621842098376,16243.85448139832,1624.03125
63325.32209,43703.77044,234761.36113166672,887264.0159120284,72936.54778000001,125840.69223055315,31600.2542612193,71419.24321538529,68486.90832989535,237174.53960757298,38324.72057227938,8165.41344,115949.3564,47625.25105523778,78829.17562,22992.093217417994,7256.37017,847.28076,5766.28125,4990.58158,646.95048,25071.348617351643,12.05745,10260.034164736515,5311.846165117053,4286.772639161766,16761.087585973797,1176.09375
63019.88141,41790.48856,201074.62484220802,890594.3469085512,57080.49556,83138.51788786626,26515.7501576992,59688.06086698565,67352.69987301415,196599.2057251807,38907.31682707667,7490.93364,83765.2372,53467.153552561744,99144.1746,25944.98270949272,9182.88427,857.4898,4640.75625,4657.50293,1487.3488,23332.854411033255,9.29388,8039.00516413974,5135.688594012109,4033.2272238519135,16312.641321861329,421.5375
62108.39894,40632.88536,236922.06752644567,978993.4622473404,65525.86311,84578.82444056263,30246.293654559326,91702.17177530179,97519.903657439,266166.9413641044,51059.314970996675,8295.51663,70344.6284,43721.6011787265,114968.37798,27388.588913338885,8926.20575,785.17848,3277.815,6338.56053,3036.93888,39236.40316008298,42.53676,9251.964268981636,7209.375072996226,4293.862757041631,14937.810686547058,1352.00625
61925.87859,40367.42976,197682.9975160496,946596.6902174248,72974.67732,127248.1267216228,30223.45638821156,103042.48745429207,155226.93477435232,257816.31386541817,48982.581746557575,8602.34994,88433.1688,45249.31280464176,115224.61814,28340.945534808605,6642.23622,567.27586,2137.26,6315.5999999999995,5462.75144,51555.335443785254,54.89547,11118.362175855862,9966.835962315114,5581.03266963647,15497.853645127263,10515.112500000001
57713.20735,37805.51336,152662.75318807678,753124.2124166569,61669.319630000005,73753.24082720678,26511.39356706126,95322.1404054711,99734.36314991482,234299.69854479562,45571.71807832157,7209.6705,93507.632,44989.49968644147,103117.54528,31351.2820821897,8752.01577,829.7546,3984.93,5196.9299599999995,4372.62048,54411.41782535367,44.46324,10835.170410359422,8802.650163911007,3857.029631269284,14784.96934761803,19991.30625
52812.65781,25272.4468,113026.0034582248,757911.6661003794,72095.25715,62067.25389610769,26232.867688754548,88670.516377952,91747.81977802321,229821.0636702381,46320.82340694964,7723.56195,125497.5744,43012.04362318041,106587.88532,33031.70345114175,8268.09929,787.0625200000001,4600.84125,5324.25855,3268.1690399999998,40645.07496743659,33.48345,10535.540984876898,6851.767801021695,4942.929813679041,14277.759076084087,1776.01875
47209.97956,22587.058680000002,103435.74931863547,444677.91091893736,70813.24746,38367.65445599096,22133.485062688,57641.0981056721,96474.81151917216,234061.25925972173,41658.48553933394,10341.62784,116251.2304,42723.60783453543,94724.19666,33078.69217407515,9309.17735,867.98004,4820.32125,1488.5259800000001,906.182,39058.88912746956,6.51108,9134.82154638866,7069.158297002061,5078.25602973211,13998.05338468431,5286.675
