NL,BE,FR,DE,DK,ES,PT,AT,IT,GB,IE,NO,SE,FI,PL,CH,LT,LV,EE,CZ,HU,RO,SK,SI,BG,HR,RS,GR
31613.26099,8272.90812,67273.91877129086,532155.3207991191,62990.83551,64794.08781918589,56612.35853360176,69530.00602497505,168254.49067345756,76565.89583622305,6458.638735572654,9176.72283,108148.372,13783.80844591704,108886.90456,22775.985653511583,8543.239239999999,767.7796,4725.9375,4784.53236,765.88,40290.52324410676,18.8232,12074.74611780081,9223.383785462689,10580.551340241356,31080.448284134283,928.74375
24704.00234,7570.66932,84832.2927150712,247295.74831349714,23132.22146,135136.5543084662,46680.22482440713,69176.64418677817,89878.61864942542,42645.62548119172,4773.564760994287,6848.2485,45716.2396,12024.410380810645,46460.99992,23486.265903851134,1785.96902,138.93722,1475.22,2307.95015,1287.61976,36984.860638461905,14.28429,11831.36150563458,8657.610882787683,12507.379640968264,29241.29961074047,8107.70625
3048.29358,1466.38752,82139.9631221139,82712.7213766171,7554.4105,102340.92516589383,43471.04685225907,54760.37030580933,121116.37351560532,55407.603222399724,5632.480138279295,2427.45507,20071.5516,11689.29803924296,20733.422019999998,25313.6463718376,708.14625,80.01472,104.6325,868.52519,392.5832,54670.31640835503,2.68473,11941.052266321632,12805.055935590473,16483.347058055147,28097.323653179723,12155.53125
35335.871830000004,17217.83768,99222.95251284467,236759.82205106577,43610.48277,166050.79476972256,62386.86686495383,56375.55139549307,91029.06117563965,153946.0799889715,27709.175209486344,4860.47988,22268.4672,11325.362999652456,23254.23404,25782.285921103135,2685.56544,112.46742,129.87,457.80067,848.7492,41154.12243352497,10.17783,11543.696807724584,12756.323372671051,10283.095091431122,26806.574976147956,18423.69375
47918.38418,30550.88696,180627.76960133677,445596.85751141136,54546.15591,337151.9506547147,115308.9071273349,72499.07165890753,82779.14676635902,145550.3185067847,19298.14529269251,8529.36714,53597.207200000004,13368.503944236365,35020.4042,26032.713599473853,4011.64787,557.19632,1285.87875,2843.82604,1411.5972,30816.594575219082,29.09262,10898.23967150669,10197.401635953192,8781.876535411873,24693.185114848202,7579.81875
16566.38492,20661.55888,231103.4389734081,655096.8574526308,36312.10176,470509.7282026537,179423.57732506344,68289.7585432453,92024.71598962384,68705.62167501081,15744.585484094925,9674.10585,72807.956,22399.8594429112,93799.11694,25754.79166538833,7793.655299999999,739.8927,5176.42125,6009.85571,3152.45064,29860.504363452575,41.10546,10195.778239373007,8007.461069395804,10338.448802870367,23521.859180001607,7453.06875
18626.81229,19290.51848,193156.09369757213,341237.466010605,18174.13891,474271.11235068477,165185.29257777796,48879.20223966845,107413.48306918798,83781.62791409921,20414.81470991859,8996.56182,30664.2596,20239.012435383687,56460.40956,25646.234308464875,5289.81813,405.2351,4252.68375,3417.65924,1815.87032,35243.43296493208,10.18635,11886.668853731451,7641.994975664882,9285.767687829597,23783.139334494845,6593.4375
49799.40401,35407.65716,209989.87577220245,711534.1204244632,57705.894159999996,421756.299035516,145140.42523527594,48358.14503513317,100461.85209947331,148275.41089577114,35055.33081133643,6771.49434,61383.7088,19687.369051992053,47760.221040000004,24879.64151831636,3313.8903100000002,250.72976,3033.8025000000002,3257.85794,1441.59936,32832.70566956656,3.2694300000000003,12340.605119254871,8347.76186932996,8666.123512588127,23383.29694567967,3847.1625
35877.603559999996,13734.68316,105574.2854103727,404013.10855514975,54130.04605,183832.10427085395,79732.52569087337,52353.80827222307,88591.01124106957,143006.00887231584,20661.373792117323,8499.28356,85068.4508,21741.33965137206,50697.698019999996,25341.914650643605,5233.49728,559.403,4310.29875,2106.54622,1351.688,37531.98283146174,7.7794799999999995,11068.479400523032,7243.287199378572,8493.109300586908,24175.84217100657,637.96875
26771.24584,17413.555800000002,149818.39756224988,186155.4515485763,40725.77635,229673.4625288688,86886.44883302224,57535.933958806105,107996.46083750822,151384.9012586478,22184.796573067837,7134.83694,90181.654,22084.672429756996,14154.85148,29169.649777438004,3412.20366,769.45866,5731.53375,234.72426,270.7148,34290.319543391495,1.22562,10300.26779699295,7218.874046480249,8950.328802888283,23119.6552469629,482.7
