NL,BE,FR,DE,DK,ES,PT,AT,IT,GB,IE,NO,SE,FI,PL,CH,LT,LV,EE,CZ,HU,RO,SK,SI,BG,HR,RS,GR
50784.14441,29529.71608,204135.2624722959,526627.5252207088,43051.94634,105537.8742560722,39394.37145229235,66763.99074263182,111102.38965731241,216314.30292669486,49548.90098619767,4673.23884,9355.3524,15245.505752758161,36499.6637,22808.384071688593,1007.0259599999999,56.34804,477.27,2464.64905,1337.1084,17762.18768129839,9.15009,12828.62440695474,5157.656711861604,7537.248707783376,17645.870335099204,993.5625
63237.36369,43629.38684,277096.2974724095,979316.1313953681,69072.76019,189126.93959136162,37489.5505593052,70967.65556348112,147870.61755284818,257391.81990475953,50001.54863508821,10730.87235,104570.9416,24557.909396022686,69916.75388,23236.36730177243,3839.45826,473.9071,3138.3975,5494.70773,1731.56448,39070.91722145928,14.1129,13931.864867805394,8306.945525553374,9140.133461444719,16687.797335596224,10483.425
47170.55837,31861.30892,230804.15775513195,640679.0599742837,57327.7642,220216.09394111895,53583.90828506102,76032.81644206111,80227.00592814786,228371.4859714259,48667.12601057212,10641.82635,92547.8336,27892.310221292675,91773.20444,23720.797381785826,8022.37954,664.50668,3988.2975,4844.32558,1335.73736,48007.24865017701,25.64853,14740.271628823395,8000.689030963219,6149.322461340374,23081.843079570637,17570.8875
55611.84856,37045.19024,235666.11372262661,628318.7979177359,61368.67178,303037.18361099064,62918.75998903198,51710.29505949578,81614.60901891923,247040.22736655216,50187.06538740498,8859.85875,72513.7108,24182.931324407997,48932.97028,24891.15521169723,3782.31792,464.54684,3075.6825,3980.41244,614.9836,34551.58400328223,3.24699,18188.174365352657,6595.8013950039085,6116.176918418823,18532.190833951518,2159.15625
61494.06278,42185.09816,264415.6433087232,862928.2591437027,71998.79543,297188.7378911563,56852.80872764034,64523.034546715426,91833.2953268432,242247.94943175546,51102.56592212111,8698.93866,110300.2896,23990.471141749702,63751.22226,28300.808165278067,5837.8686099999995,816.1274999999999,4738.425,4152.46268,928.64672,31369.438890459038,10.92444,15223.865081211827,6965.807367906111,5822.075547760098,18825.653893443887,3214.7625
60653.1368,41584.35624,232405.62046243387,968382.5825938154,72790.09838,340533.4870153922,90808.82435737124,69401.66852839153,99176.43008974387,200533.74297634466,28505.6572744793,6450.9462,92028.1216,27442.661865458536,107213.15746,29838.826146411197,8869.02978,872.82112,5622.47625,6167.35514,1037.10976,16886.19648104591,23.5506,12193.637194654648,5782.509765878225,6057.817281396358,17571.207093894016,2469.61875
53251.1336,34275.88484,225584.9645494038,583260.371980203,56885.929260000004,317507.56766820105,83506.49113243747,61371.09017795594,98156.86422856982,185420.6353092807,42546.38413768122,4811.65299,55086.8496,19315.68521851702,79498.18000000001,28464.485647610567,8193.04215,823.26702,4560.1575,3091.71057,1721.18328,19750.864844453463,9.41316,11645.603041422042,5412.273131203725,6788.3021064616705,16774.844954066386,105.20625
55272.44401,38611.94992,257771.86358375606,784163.3016821988,64713.40751,373251.76340229955,93226.78491128178,54883.75365352996,81086.69275158414,173142.28469698544,25908.432116092077,4345.16544,87495.78,17418.508623984202,73505.8742,26662.764218414497,7510.8549,878.47324,4857.88875,4269.23757,459.62968,23722.296080430708,9.22254,11397.889306285399,5459.26377429051,5686.895005808581,17242.15611215013,452.3625
60084.47157,38934.9496,254529.47340383107,904499.6257524058,66484.84027,436639.9589708583,123248.59884232827,55227.64303057395,74905.4595615052,193945.5720658821,38664.35882685813,4535.63658,98830.0312,19213.05130402389,101409.13104000001,28797.559874941937,8644.10268,895.3482,5345.9325,5716.83403,1216.39784,16603.161670554346,12.65598,10586.570910334332,5068.541173679946,5797.474811911061,17289.16731808734,479.15625
61979.84121,39905.55588,245296.50845031935,976329.7404944915,73403.82185000001,385795.22900691605,138275.17966011018,58953.895432008896,73350.73125463176,231720.93876773925,46397.96673407302,6872.37822,104042.528,21425.260999536706,110202.66262,28295.183251830756,9161.70478,909.17066,5612.29875,6087.906,2162.67128,17192.943998838608,14.44518,10172.177508968587,5097.953010081996,5468.525445531573,17032.829930573447,3145.2375
57337.77297,39419.50668,212311.72951334633,694830.3594043164,51839.62701,153734.93620245406,77076.6164503087,53733.395804370324,73309.12237765556,187027.93412945067,36128.343817625224,4116.0204,62617.846,20718.85451590382,73747.39044,28202.983932970048,8444.64594,739.9112,3621.50625,4416.52955,355.79472,32986.898297956606,11.89776,11045.709391890645,5636.359583731139,5540.045807316833,16652.89590875849,3274.51875
22679.6487,9796.60184,141757.9839182307,411210.94527442596,38774.31562,267474.77168522164,77074.75394491207,53318.24473439585,73383.97740950476,80757.01586365953,16618.08419130302,4648.95198,24166.7272,16568.869856849742,74906.2948,33952.293308528184,3066.18037,210.49374,257.4075,2443.6109,237.69504,27858.606780027058,9.18747,15183.341342833228,5857.143841589229,5483.400035561546,16186.820442419577,1001.49375
18671.42672,15844.56056,208869.58517090091,150673.50832616634,19432.06993,264177.2369201526,65491.45407085275,71923.5253525975,113897.28203281523,80481.53016101054,42066.25672338203,4917.4344,14655.163199999999,22779.875203049167,24297.37982,32582.118056688974,3957.15433,362.74356,3485.04375,1043.84957,834.12368,17716.535641635757,13.41849,15016.515747419513,4888.2965414506925,7025.2995260323505,16860.16260409377,171.84375
39769.01713,37507.17484,238659.0856661459,415156.4120752886,2935.88025,172505.27935783158,54125.29606059777,89365.94649381113,193216.84157154843,158500.22797506975,43754.18787581748,7003.67742,21818.4872,18978.590655101187,15082.62326,27339.840419928598,4583.64171,547.50824,3640.9425,4411.34134,3063.64464,58563.873650499685,26.4132,14912.622944332874,12837.100184147634,14344.256550220607,16698.67142295083,7361.925
58836.27329,33001.73144,144033.96472110657,536435.3529918881,19981.8955,82111.47246358424,48111.39421202018,75594.55729774284,178525.12193905236,193623.78635341016,38343.4963676269,9468.86355,17037.4348,24016.05115223129,5165.7335,20025.657406882612,685.88259,164.39544,2396.0099999999998,2959.68406,1607.34104,47579.828663640445,7.290719999999999,9960.682324353493,16272.789543380894,14331.802519215442,14599.945103689923,19739.86875
37624.73009,12238.29748,155702.4677910583,496330.5537189528,40839.63111,173301.6827196135,73587.1418991069,75552.93704396507,122394.22656007585,138237.32442580478,47923.45121877195,10577.34657,27149.588,23204.135089767984,6179.87096,19498.344479151536,3266.59403,403.84981999999997,3527.67375,2467.44675,606.71144,41666.46115241341,1.15755,9348.114435498932,16038.449800279053,12204.324486110694,15013.435021331527,32020.3125
20610.29682,16400.14888,149481.85206958413,263141.9540653206,37588.82705,127527.43751445791,72144.25812684381,54925.75756961438,123010.09278156073,157969.66859859868,32779.26734621949,7749.28053,28231.3876,19709.184554978165,6072.6830199999995,18483.632101141513,2782.46886,312.55602,1912.17,794.47201,5.12008,20806.13491268541,0,12442.043577988583,10367.015391754014,9553.273287713253,12950.928200102846,30867.91875
19175.9837,17739.1672,149231.5671402767,166089.5667534891,15439.77687,165045.58217471212,69714.96961170482,47037.53982289332,114590.64281770418,189033.06915066583,42822.29199184066,9455.97807,25783.854,25569.12897946941,4402.56196,18879.951917095448,900.04434,198.81802,2766.17625,603.02623,124.39072,22207.137941506233,4.32045,11011.15416499498,8377.797755925525,7294.946196253113,13625.80811150399,27386.8875
22308.67258,12940.19176,119906.70586462649,249405.7258117321,28459.4837,125206.90352910585,51854.70201681059,42052.39113869834,99808.43244660922,150797.47314306028,38722.003035819755,10702.53477,55073.5588,23407.389573811684,15669.54728,18857.87978716345,227.46192,59.80606,1696.16625,780.85746,104.11704,31108.60324308196,0.95724,11041.408822572135,10221.056692050472,6939.00368639392,13758.411565634076,25230.15
34931.31622,15723.92136,95883.4300986186,256057.25695843968,52280.52454,195235.75686906808,70767.93426884126,39178.96621173565,84474.41065256837,188320.9771760489,33411.21941429836,10405.76715,95665.9268,29322.470870518267,23492.12424,18918.438351073088,4339.16392,698.0042599999999,5610.51,204.12961,17.5644,24756.237190196942,0.01065,8805.522218071477,12749.19470546469,7419.784606359693,13288.107287546194,29209.5375
50467.11933,22227.53488,114694.93268455716,292538.27390534175,39122.48017,235896.5085406964,83176.41918593844,40281.29654990361,71388.65934219197,73663.93066300913,3238.2602400125156,8529.31476,44884.5812,24856.963258524942,34309.4806,19210.321648790316,4489.91445,488.70044,3178.7775,964.47799,14.04824,19515.026244616653,0.20325,7262.054972694041,9008.068147539054,4448.451472553422,11476.17129235543,28056.61875
17492.68158,16651.41404,144945.55465632683,90817.71971099735,12032.13118,167205.55472487916,50298.489736791664,40885.70577768905,78712.25013947891,49766.85137681208,2462.697623721047,9663.50763,45008.9068,29278.44604000319,6788.27652,17691.76383431147,2135.04122,322.24114,3214.57125,35.8992,1.06272,22146.763775980773,0,5968.144017743372,7692.569354058991,5499.374900063634,12300.7895834152,25846.837499999998
91.38516,429.45944,97447.17019783176,113864.24132636802,37588.15445,288576.06605591107,91592.52914742922,41754.26101605905,92899.58593662154,19429.267804252217,3200.6611175637613,8783.67204,68934.3732,31598.842848337263,57894.45344,16940.072726462706,5385.2709,569.83256,5175.82125,154.54107,59.4828,26374.455524589466,0.46854,5477.706884388979,7377.536113792644,4887.254573435916,11264.538486188387,19585.25625
382.8207,2650.89732,92800.70304591955,78044.76209185978,8554.63443,240896.8391000609,53547.54644765824,62936.771035128,79634.5677988807,16310.482431241255,5318.215196908202,7313.56623,35173.238,34308.79211715798,30588.77898,17337.654848421695,4851.25355,555.02516,4802.97,1108.48198,1355.53872,46217.8322693466,9.61446,5960.605842124185,7803.804523757357,6127.834387170945,10496.679635941815,10409.9625
671.14802,2185.2716,85380.54301915554,106090.42338354641,40383.37964,148345.95714212532,42026.98909807779,44994.238108680736,81387.52416600668,24183.323342017207,13352.97743335561,9328.10103,85104.5088,36787.143266349354,67671.13632,16966.094865163435,8161.78446,855.00044,5938.58625,178.69824,110.69015999999999,48295.42279029683,0.80613,6342.86634274708,11231.707360371967,6939.238981711643,10285.376347573394,20645.7375
1099.2312,3809.7462,86226.56663420114,131197.50073722913,36351.91129,114079.6577645452,30429.2837220336,53492.780866994246,93107.10868178832,17338.048347251017,3484.023350048583,6824.27592,23307.6528,29520.726896532662,53930.03798,17374.617692261214,4151.6585000000005,361.08226,3281.2087500000002,571.9496,850.094,50325.329391629755,3.17568,6727.046313196118,9521.058576613948,3272.182189298879,10063.2538914834,5826.91875
1538.55818,5179.97196,105355.43875484407,67586.76737541133,8062.28544,59227.52181617646,26180.1859548443,49892.95640349822,124344.10319795935,22400.65559468556,10853.397970284128,7385.0474699999995,15400.5208,25294.87680677744,6080.81414,16940.25575294309,259.14717,47.354079999999996,1105.8975,168.82319,188.40648,22406.822773834883,0.39498,7197.361921943795,4875.535058354837,7071.644636167028,10058.915240468175,1530.3374999999999
1309.40034,5093.4623599999995,88952.63620151397,75817.26837946862,7847.69629,52135.42569618647,26299.925522662397,50274.3834785157,118736.09075961415,70964.27311362459,34609.91390335314,4352.17563,35654.746400000004,26833.200481645734,35367.0756,16788.81269429824,4235.80638,471.74334,4165.17375,334.71572,284.45799999999997,14391.02145573803,1.52601,6910.45149535213,6793.308220752754,9732.575111815926,10134.31989672023,12753.95625
2865.51449,1891.5912,74031.69531266925,53694.75649413918,1717.10848,116995.63328416499,61215.50072985141,83315.15665153957,97844.03386061286,29529.562545735847,15017.728762285955,3508.49097,14658.3816,20168.053876539016,48052.11726,16718.18804246796,4978.31522,456.93668,4081.51875,1888.41426,3253.2942399999997,21822.03239049465,22.079819999999998,7045.50431309942,6536.969688589329,6470.7888558715385,10146.072698204545,13126.05
13333.68016,813.67856,74073.18121158938,172631.76138786212,13930.63867,133076.21796776805,35291.924203552604,71341.93657117238,112904.87643744443,26264.069599591574,17206.160948579225,5372.76501,8245.7792,18974.88177853223,32693.475440000002,16365.385262236874,1621.23117,68.65424,500.955,1403.282,2896.7976,44266.851464222054,24.0522,6183.838662536983,9553.742054969012,7261.19746870477,10125.175777808407,14999.2125
15353.44292,2367.47876,70113.34848463484,271873.35192767024,24645.55902,73371.27312861451,28120.244269681592,49785.22041141147,80534.76502636615,24965.09293363222,7542.493850379028,4652.40906,9115.7008,15162.654296434177,9994.02552,16856.291710015357,165.55225,105.98353999999999,3034.27125,1316.05193,563.996,60547.366014067105,4.45149,6292.982231599813,13716.815491442056,7900.286132656871,10020.85593472696,15626.55
4238.81141,3485.3248,95958.96906687012,205977.56747412184,20985.78025,164214.9737027351,75665.01167986583,56320.85587560141,111497.2053169695,37693.82160688332,8418.19301750856,5050.11294,14672.1492,12985.431460083004,15078.50276,17200.677652722825,344.66935,111.64158,1045.575,1449.41358,353.70536,42824.61961984155,0.44721,6333.65107166117,13154.943052383067,9046.738744359314,9939.080601034764,20975.4
