NL,BE,FR,DE,DK,ES,PT,AT,IT,GB,IE,NO,SE,FI,PL,CH,LT,LV,EE,CZ,HU,RO,SK,SI,BG,HR,RS,GR
31428.70464,2676.57388,158696.8530449155,560604.6382280877,64458.868089999996,310436.0437214374,90030.34724029835,110603.84324036402,221105.3771551089,62961.89721112995,34807.230771065115,7673.68746,104031.8,25098.38349871057,80662.41354,32162.481963419672,5827.57154,555.78514,3028.305,4492.061909999999,4414.50608,65020.48353582918,37.8573,10529.294979948487,14254.611086826993,12628.743261596896,13792.104760543527,27808.55625
13028.77639,9142.880360000001,199089.5092704325,393314.2492228685,28987.543889999997,497764.9153666503,131673.90469984614,113063.89219826565,113121.59524229342,153358.74286759802,47464.027990818664,7117.2198,56326.172,25047.582503257585,108606.98526,33083.201974949145,8020.86781,742.1571,3759.69375,5778.52747,6192.58752,54763.77529828469,62.273520000000005,11029.136922536802,11458.308380510573,9469.637988328343,13226.43253957014,22314.20625
43916.3635,32054.35632,217185.64751989656,278431.741764812,21569.55337,159213.21318062537,46335.3463735422,85665.13650385157,161087.13050860114,208831.3543617888,44642.34503875951,9846.83763,56878.604400000004,32940.98749419592,17592.77692,35396.59551649403,2400.61706,430.71848,4465.27875,1718.19499,3578.8572,52748.22284578094,34.46853,8756.456261549523,9642.711606139826,12712.174232712288,10856.348313141334,8184.7875
27053.978150000003,18323.98972,136088.16031442652,152735.54393214712,13003.53183,163954.66966871044,39132.14705920991,56913.56601944701,216340.1286126015,129480.55824496911,35447.25387829935,7221.1068,46042.6688,25084.10804876395,30218.153739999998,37935.38289349553,4344.3964399999995,469.4782,3221.5575,224.80766,351.99648,56148.35934287985,3.52068,9994.60067974305,17239.278860270024,10578.344889916485,10864.03706177592,32302.78125
10437.500259999999,5357.36632,87300.4170336829,152956.2686279215,23057.55378,214331.7743665145,67702.94940853125,74958.6545663266,168713.09336482672,57113.80129947409,4723.926497114656,6407.11287,49169.106,26773.35120648726,39481.47726,41569.600421759766,2518.28768,315.35766,2793.105,1529.6217,1471.20464,32165.83488013684,9.19491,8393.347880226564,13269.64301463773,8101.587275142677,10448.267979360493,32995.1625
6588.8268,1247.31788,70597.40108681291,237320.26268706252,31943.03904,163893.38500725554,48325.29721705447,77436.94346500679,141546.76843415195,38910.907083205304,18598.231463040396,7064.91837,39490.5428,23468.748831803096,67974.02054,30455.871856394027,2659.40793,259.71632,2581.93125,2654.40513,1806.92576,36661.629540538306,14.39622,8573.453165271172,11427.357834649754,7019.157529660452,10896.522024757036,29502
49.50061,1079.41408,110977.1069740329,48981.467816875396,5501.08253,130073.83525974392,33781.38657368954,64151.671932390156,95320.70320324699,31877.480922733295,10363.576278971675,8993.74203,15824.2172,22708.444844975835,6706.8005,30177.359857516698,722.48987,93.13492000000001,804.7125,576.84696,1253.15024,47487.28838028652,5.9190000000000005,8150.419664168557,9842.6836158158,7667.017450267384,10843.002842296986,9107.08125
2123.0782599999998,6060.17332,108742.59322344704,51051.93446586935,16673.57916,161793.33039494907,21592.324287333766,49580.85057823824,99306.84194712566,23289.090721112112,3106.5531970731936,8172.46728,44465.474,29646.279622798873,20488.059979999998,30156.106880038533,2281.41944,266.87656,2511.73875,28.808,102.97232,32434.21243539665,0.22572,8920.208443811518,9200.18650945678,5062.011223646561,10545.915087019766,9085.275
1603.9563,5331.80388,92408.05597137935,53355.97476074546,9152.97684,123151.36808237096,23811.143821780155,47493.57209010269,98841.27423658482,25869.04135486449,2549.0616204354815,9285.96132,32390.8716,34387.46364866195,26815.71954,31989.444273665704,3127.64212,308.91374,3823.9275,62.36101,1.7974400000000001,31456.839568569234,0,8532.084833651606,8213.868001544455,4497.854745231691,10577.466416238143,27398.6625
7233.56045,8794.87336,82724.20770175375,71474.10647977804,12891.25127,82171.22885644135,21795.573533773426,48717.23767315362,87175.46356924388,37512.780349007946,8286.88296330236,9711.0774,61267.4888,36685.40972158107,12339.524,32856.193032138486,4537.08857,522.36822,4646.03625,75.16949,2.42392,30435.275096914225,0.00105,8602.644811926992,6215.9373641235225,3630.414625745011,10453.155826706758,23901.46875
